영역구분	교과목명	학수번호	수강반번호	학점	이론	실습	교수명	강의시간	강의실	비고
필수역량교양	대학영어2	ZTA10003	11	2	2	0	강사미정(경상대학)	"월2, 3"	[029-0304]	"사학1-2, 중문1-2"
필수역량교양	대학영어2	ZTA10003	12	2	2	0	강사미정(경상대학)	"화3, 4"	[029-0301]	철학1-1
필수역량교양	대학영어2	ZTA10003	13	2	2	0	강사미정(경상대학)	"화3, 4"	[029-0303]	한문1-1
필수역량교양	대학영어2	ZTA10003	14	2	2	0	강사미정(경상대학)	"화3, 4"	[029-0304]	"철학1-2, 한문1-2, 민속무용1"
필수역량교양	대학영어2	ZTA10003	15	2	2	0	강사미정(경상대학)	"금6, 7"	[029-0301]	생명과학1-1
필수역량교양	대학영어2	ZTA10003	16	2	2	0	강사미정(경상대학)	"금6, 7"	[029-0303]	생명과학1-2
필수역량교양	대학영어2	ZTA10003	17	2	2	0	강사미정(경상대학)	"금6, 7"	[029-0304]	생명과학1-3
필수역량교양	대학영어2	ZTA10003	18	2	2	0	강사미정(경상대학)	"금6, 7"	[029-0306]	"생명과학1-4, 물리1-1"
필수역량교양	대학영어2	ZTA10003	19	2	2	0	강사미정(경상대학)	"금6, 7"	[029-0401]	물리1-2
필수역량교양	대학영어2	ZTA10003	20	2	2	0	강사미정(경상대학)	"수7, 8"	[029-0301]	수학1-1
필수역량교양	대학영어2	ZTA10003	21	2	2	0	강사미정(경상대학)	"수7, 8"	[029-0303]	식품영양1-1
필수역량교양	대학영어2	ZTA10003	22	2	2	0	강사미정(경상대학)	"수7, 8"	[029-0304]	"수학1-2, 식품영양1-2"
필수역량교양	대학영어2	ZTA10003	23	2	2	0	강사미정(경상대학)	"월6, 7"	[029-0301]	의류1-1
필수역량교양	대학영어2	ZTA10003	24	2	2	0	강사미정(경상대학)	"월6, 7"	[029-0303]	정보통계1-1
필수역량교양	대학영어2	ZTA10003	25	2	2	0	강사미정(경상대학)	"월6, 7"	[029-0304]	지질1-1
필수역량교양	대학영어2	ZTA10003	26	2	2	0	강사미정(경상대학)	"월6, 7"	[029-0306]	"의류1-2, 정보통계1-2, 지질1-2"
필수역량교양	대학영어2	ZTA10003	27	2	2	0	강사미정(경상대학)	"목1, 2"	[029-0304]	컴퓨터1-1
필수역량교양	대학영어2	ZTA10003	28	2	2	0	강사미정(경상대학)	"목1, 2"	[029-0401]	컴퓨터1-2
필수역량교양	대학영어2	ZTA10003	29	2	2	0	강사미정(경상대학)	"수5, 6"	[029-0301]	화학1-1
필수역량교양	대학영어2	ZTA10003	30	2	2	0	강사미정(경상대학)	"수5, 6"	[029-0303]	"화학1-2, 기계융합1-1"
필수역량교양	대학영어2	ZTA10003	31	2	2	0	강사미정(경상대학)	"수5, 6"	[029-0304]	기계융합1-2
필수역량교양	대학영어2	ZTA10003	32	2	2	0	강사미정(경상대학)	"수2, 3"	[029-0301]	경영1-1
필수역량교양	대학영어2	ZTA10003	33	2	2	0	강사미정(경상대학)	"수2, 3"	[029-0303]	경영1-2
필수역량교양	대학영어2	ZTA10003	34	2	2	0	강사미정(경상대학)	"수2, 3"	[029-0304]	경영1-3
필수역량교양	대학영어2	ZTA10003	35	2	2	0	강사미정(경상대학)	"수2, 3"	[029-0306]	경영정보1-1
필수역량교양	대학영어2	ZTA10003	36	2	2	0	강사미정(경상대학)	"수2, 3"	[029-0401]	경영정보1-2
필수역량교양	대학영어2	ZTA10003	37	2	2	0	강사미정(경상대학)	"금2, 3"	[029-0301]	국제통상1-1
필수역량교양	대학영어2	ZTA10003	38	2	2	0	강사미정(경상대학)	"금2, 3"	[029-0303]	국제통상1-2
필수역량교양	대학영어2	ZTA10003	39	2	2	0	강사미정(경상대학)	"금2, 3"	[029-0304]	국제통상1-3
필수역량교양	대학영어2	ZTA10003	40	2	2	0	강사미정(경상대학)	"월8, 9"	[029-0304]	회계1-1
필수역량교양	대학영어2	ZTA10003	41	2	2	0	강사미정(경상대학)	"월8, 9"	[029-0306]	회계1-2
필수역량교양	대학영어2	ZTA10003	42	2	2	0	강사미정(경상대학)	"월8, 9"	[029-0401]	회계1-3
필수역량교양	대학영어2	ZTA10003	43	2	2	0	강사미정(경상대학)	"월8, 9"	[029-0301]	"교육1, 역교1-1"
필수역량교양	대학영어2	ZTA10003	44	2	2	0	강사미정(경상대학)	"월8, 9"	[029-0303]	"역교1-2, 윤교1"
필수역량교양	대학영어2	ZTA10003	45	2	2	0	강사미정(경상대학)	"목8, 9"	[029-0301]	국교1-1
필수역량교양	대학영어2	ZTA10003	46	2	2	0	강사미정(경상대학)	"목8, 9"	[029-0303]	수교1-1
필수역량교양	대학영어2	ZTA10003	47	2	2	0	강사미정(경상대학)	"목8, 9"	[029-0304]	"국교1-2, 수교1-2, 유교1"
필수역량교양	대학영어2	ZTA10003	48	2	2	0	강사미정(경상대학)	"화8, 9"	[029-0301]	영교1
필수역량교양	대학영어2	ZTA10003	49	2	2	0	강사미정(경상대학)	"목8, 9"	[029-0306]	"일사교1-1, 일교1-1, 지교1-1"
필수역량교양	대학영어2	ZTA10003	50	2	2	0	강사미정(경상대학)	"목8, 9"	[029-0401]	"일사교1-2, 일교1-2, 지교1-2"
필수역량교양	대학영어2	ZTA10003	51	2	2	0	강사미정(경상대학)	"화6, 7"	[029-0301]	"물교1-1, 생교1-1, 화교1-1"
필수역량교양	대학영어2	ZTA10003	52	2	2	0	강사미정(경상대학)	"화6, 7"	[029-0303]	"물교1-2, 생교1-2, 화교1-2"
필수역량교양	대학영어2	ZTA10003	53	2	2	0	강사미정(경상대학)	"화8, 9"	[029-0303]	"미교1-1, 음교1-1, 체교1-1"
필수역량교양	대학영어2	ZTA10003	54	2	2	0	강사미정(경상대학)	"화8, 9"	[029-0304]	"미교1-2, 음교1-2, 체교1-2"
필수역량교양	대학영어2	ZTA10003	55	2	2	0	강사미정(경상대학)	"화8, 9"	[029-0306]	"미교1-3, 음교1-3, 체교1-3"
필수역량교양	대학영어2	ZTA10003	56	2	2	0	강사미정(경상대학)	"목3, 4"	[029-0301]	간호1-1
필수역량교양	대학영어2	ZTA10003	57	2	2	0	강사미정(경상대학)	"목3, 4"	[029-0303]	간호1-2
필수역량교양	대학영어2	ZTA10003	58	2	2	0	강사미정(경상대학)	"목3, 4"	[029-0304]	간호1-3
필수역량교양	대학영어2	ZTA10003	59	2	2	0	강사미정(경상대학)	"월6, 7"	[029-0401]	전체 학년
필수역량교양	대학영어2	ZTA10003	60	2	2	0	강사미정(경상대학)	"화1, 2"	[029-0401]	전체 학년
필수역량교양	대학영어2	ZTA10003	61	2	2	0	강사미정(경상대학)	"화3, 4"	[029-0401]	전체 학년
필수역량교양	대학영어2	ZTA10003	62	2	2	0	강사미정(경상대학)	"화6, 7"	[029-0304]	전체 학년
필수역량교양	대학영어2	ZTA10003	63	2	2	0	강사미정(경상대학)	"화6, 7"	[029-0401]	전체 학년
필수역량교양	대학영어2	ZTA10003	64	2	2	0	강사미정(경상대학)	"화8, 9"	[029-0401]	전체 학년
필수역량교양	대학영어2	ZTA10003	65	2	2	0	강사미정(경상대학)	"수5, 6"	[029-0401]	전체 학년
필수역량교양	대학영어2	ZTA10003	66	2	2	0	강사미정(경상대학)	"수7, 8"	[029-0401]	전체 학년
필수역량교양	대학영어2	ZTA10003	67	2	2	0	강사미정(경상대학)	"목3, 4"	[029-0401]	전체 학년
필수역량교양	대학영어2	ZTA10003	68	2	2	0	강사미정(경상대학)	"금2, 3"	[029-0401]	전체 학년
필수역량교양	글쓰기기초	ZTA10004	1	2	2	0	최병구(인문대학 국어국문학과)	"금6, 7"	[101-0352]	국문1-1
필수역량교양	글쓰기기초	ZTA10004	2	2	2	0	김정호(인문대학 국어국문학과)	"목6, 7"	[101-0229]	독문1
필수역량교양	글쓰기기초	ZTA10004	3	2	2	0	성진영(인문대학 국어국문학과)	"수2, 3"	[101-0447]	러시아1
필수역량교양	글쓰기기초	ZTA10004	4	2	2	0	조효주(인문대학 국어국문학과)	"수2, 3"	[101-0237]	불문1
필수역량교양	글쓰기기초	ZTA10004	5	2	2	0	목지선(인문대학 국어국문학과)	"수5, 6"	[101-0243]	사학1
필수역량교양	글쓰기기초	ZTA10004	6	2	2	0	이회환(인문대학 국어국문학과)	"금6, 7"	[101-0244]	영문1-1
필수역량교양	글쓰기기초	ZTA10004	7	2	2	0	한양하(인문대학 국어국문학과)	"금6, 7"	[101-0343]	중문1-1
필수역량교양	글쓰기기초	ZTA10004	8	2	2	0	김연주(인문대학 국어국문학과)	"목1, 2"	[102-0217]	철학1
필수역량교양	글쓰기기초	ZTA10004	9	2	2	0	한양하(인문대학 국어국문학과)	"수5, 6"	[102-0410]	한문1
필수역량교양	글쓰기기초	ZTA10004	10	2	2	0	정희선(인문대학 국어국문학과)	"금6, 7"	[101-0233]	"국문1-2, 영문1-2, 중문1-2"
필수역량교양	글쓰기기초	ZTA10004	11	2	2	0	최지현(인문대학 국어국문학과)	"금6, 7"	[201-0104]	경영1-1
필수역량교양	글쓰기기초	ZTA10004	12	2	2	0	유화정(인문대학 국어국문학과)	"금6, 7"	[201-0203]	경영1-2
필수역량교양	글쓰기기초	ZTA10004	13	2	2	0	정미진(인문대학 국어국문학과)	"금6, 7"	[201-0103]	국제통상1-1
필수역량교양	글쓰기기초	ZTA10004	14	2	2	0	권복순(인문대학 국어국문학과)	"금6, 7"	[201-0201]	국제통상1-2
필수역량교양	글쓰기기초	ZTA10004	15	2	2	0	유귀영(인문대학 국어국문학과)	"금6, 7"	[201-0204]	경영정보1-1
필수역량교양	글쓰기기초	ZTA10004	16	2	2	0	권복순(인문대학 국어국문학과)	"금8, 9"	[201-0202]	회계1-1
필수역량교양	글쓰기기초	ZTA10004	17	2	2	0	유귀영(인문대학 국어국문학과)	"금8, 9"	[201-0102]	"경영정보1-2, 회계1-2"
필수역량교양	글쓰기기초	ZTA10004	18	2	2	0	박지영(인문대학 국어국문학과)	"금2, 3"	[404-0113]	나노.신소재1-1
필수역량교양	글쓰기기초	ZTA10004	19	2	2	0	유화정(인문대학 국어국문학과)	"금2, 3"	[402-0214]	나노.신소재1-2
필수역량교양	글쓰기기초	ZTA10004	20	2	2	0	정미진(인문대학 국어국문학과)	"금2, 3"	[402-0212]	나노.신소재1-3
필수역량교양	글쓰기기초	ZTA10004	21	2	2	0	이회환(인문대학 국어국문학과)	"금2, 3"	[401-0111]	산업시스템1-1
필수역량교양	글쓰기기초	ZTA10004	22	2	2	0	정희선(인문대학 국어국문학과)	"금2, 3"	[401-0216]	산업시스템1-2
필수역량교양	글쓰기기초	ZTA10004	23	2	2	0	성진영(인문대학 국어국문학과)	"수5, 6"	[406-0308]	"건축1-1, 화학공학1-1"
필수역량교양	글쓰기기초	ZTA10004	24	2	2	0	조효주(인문대학 국어국문학과)	"수5, 6"	[404-0113]	"건축1-2, 화학공학1-2"
필수역량교양	글쓰기기초	ZTA10004	25	2	2	0	강민정(인문대학 국어국문학과)	"월8, 9"	[405-0321]	반도체1
필수역량교양	글쓰기기초	ZTA10004	26	2	2	0	김민정(인문대학 국어국문학과)	"화8, 9"	[405-0114]	전기1-1
필수역량교양	글쓰기기초	ZTA10004	27	2	2	0	백수진(인문대학 국어국문학과)	"화8, 9"	[405-0105]	전자1-1
필수역량교양	글쓰기기초	ZTA10004	28	2	2	0	이은애(인문대학 국어국문학과)	"화8, 9"	[405-0523]	제어계측1-1
필수역량교양	글쓰기기초	ZTA10004	29	2	2	0	김지율(인문대학 국어국문학과)	"목8, 9"	[405-0105]	"전기1-2, 전자1-2, 제어계측1-2"
필수역량교양	글쓰기기초	ZTA10004	30	2	2	0	도선자(인문대학 국어국문학과)	"수7, 8"	[301-0424]	"교육1, 일교1"
필수역량교양	글쓰기기초	ZTA10004	31	2	2	0	이승주(사범대학 국어교육과)	"화1, 2"	[303-0414]	국교1
필수역량교양	글쓰기기초	ZTA10004	32	2	2	0	이승주(사범대학 국어교육과)	"수5, 6"	[301-0234]	수교1
필수역량교양	글쓰기기초	ZTA10004	33	2	2	0	한양하(인문대학 국어국문학과)	"수7, 8"	[301-0330]	"영교1, 지교1"
필수역량교양	글쓰기기초	ZTA10004	34	2	2	0	김연주(인문대학 국어국문학과)	"목3, 4"	[303-0713]	"유교1, 역교1"
필수역량교양	글쓰기기초	ZTA10004	35	2	2	0	이승주(사범대학 국어교육과)	"수2, 3"	[303-0716]	"윤교1, 일사교1"
필수역량교양	글쓰기기초	ZTA10004	36	2	2	0	조효주(인문대학 국어국문학과)	"월2, 3"	[304-0221]	음교1
필수역량교양	글쓰기기초	ZTA10004	37	2	2	0	최미선(인문대학 국어국문학과)	"월2, 3"	[304-0204]	"미교1, 민속무용1-1"
필수역량교양	글쓰기기초	ZTA10004	38	2	2	0	최지현(인문대학 국어국문학과)	"월2, 3"	[303-0414]	"체교1, 민속무용1-2"
필수역량교양	글쓰기기초	ZTA10004	39	2	2	0	박성재(인문대학 국어국문학과)	"월8, 9"	[501-B102]	수의예1-1
필수역량교양	글쓰기기초	ZTA10004	40	2	2	0	박성재(인문대학 국어국문학과)	"화8, 9"	[501-B102]	"수의예1-2, 의예1-1"
필수역량교양	글쓰기기초	ZTA10004	41	2	2	0	김지율(인문대학 국어국문학과)	"화8, 9"	[024-0125]	의예1-2
필수역량교양	글쓰기기초	ZTA10004	42	2	2	0	조구호(인문대학 국어국문학과)	"화8, 9"	[024-0127]	의예1-3
필수역량교양	글쓰기기초	ZTA10004	43	2	2	0	최미선(인문대학 국어국문학과)	"목1, 2"	[303-0414]	전체 학년
필수역량교양	글쓰기기초	ZTA10004	44	2	2	0	최미선(인문대학 국어국문학과)	"목3, 4"	[303-0414]	전체 학년
선택역량교양	비판적사고	ZTA20001	1	2	2	0	김남중(인문대학 철학과)	"수2, 3"	[024-0173]	null
선택역량교양	비판적사고	ZTA20001	2	2	2	0	안명진(인문대학 철학과)	"금6, 7"	[024-0243]	null
선택역량교양	비판적사고	ZTA20001	3	2	2	0	하상협(인문대학 철학과)	"화1, 2"	[303-0717]	null
선택역량교양	비판적사고	ZTA20001	4	2	2	0	하상협(인문대학 철학과)	"화3, 4"	[303-0717]	null
선택역량교양	비판적사고	ZTA20001	5	2	2	0	류재한(인문대학 철학과)	"수5, 6"	[024-0158]	null
선택역량교양	비판적사고	ZTA20001	6	2	2	0	권순정(인문대학 철학과)	"목6, 7"	[024-0127]	null
선택역량교양	비판적사고	ZTA20001	7	2	2	0	권순정(인문대학 철학과)	"목8, 9"	[024-0127]	null
선택역량교양	비판적사고	ZTA20001	8	2	2	0	박인정(인문대학 철학과)	"월6, 7"	[024-0173]	null
선택역량교양	비판적사고	ZTA20001	9	2	2	0	박인정(인문대학 철학과)	"월8, 9"	[024-0173]	null
선택역량교양	비판적사고	ZTA20001	10	2	2	0	차봉석(인문대학 철학과)	"월2, 3"	[303-0417]	간호1
선택역량교양	수리통계적사고	ZTA20002	1	2	2	0	황혜정(자연과학대학 수학과)	"월6, 7"	[024-0227]	null
선택역량교양	수리통계적사고	ZTA20002	2	2	2	0	황혜정(자연과학대학 수학과)	"월8, 9"	[024-0227]	null
선택역량교양	수리통계적사고	ZTA20002	3	2	2	0	황혜정(자연과학대학 수학과)	"수7, 8"	[024-0141]	null
선택역량교양	수리통계적사고	ZTA20002	4	2	2	0	교수미정(경상대학)	"월6, 7"	[352-0111]	null
선택역량교양	수리통계적사고	ZTA20002	5	2	2	0	교수미정(경상대학)	"수2, 3"	[352-0111]	null
선택역량교양	수리통계적사고	ZTA20002	6	2	2	0	홍주연(사범대학 수학교육과)	"화3, 4"	[024-0171]	null
선택역량교양	수리통계적사고	ZTA20002	7	2	2	0	홍주연(사범대학 수학교육과)	"목3, 4"	[024-0171]	null
선택역량교양	GNU인성	ZTA20003	1	2	2	0	최원석 외 5명(연구소 경남문화연구원)	"화8, 9"	[024-0171]	"학년별 인원 제한 있음(3~4학년 각 15명, 1~2학년 각 20명)"
선택역량교양	GNU인성	ZTA20003	2	2	2	0	배상정 외 5명(부속기관 미래교육원)	"화8, 9"	[024-0173]	"1, 2학년 대상(학년별 각 35명씩 인원 제한 있음)"
선택역량교양	GNU인성	ZTA20003	3	2	2	0	남성진 외 5명(부속기관 미래교육원)	"화8, 9"	[024-0273]	"1, 2학년 대상(학년별 각 35명씩 인원 제한 있음)"
선택역량교양	GNU인성	ZTA20003	4	2	2	0	김정옥 외 5명(부속기관 미래교육원)	"목8, 9"	[024-0171]	"학년별 인원 제한 있음(3~4학년 각 15명, 1~2학년 각 20명)"
선택역량교양	GNU인성	ZTA20003	5	2	2	0	홍석영 외 5명(사범대학 윤리교육과)	"목8, 9"	[024-0173]	"1, 2학년 대상(학년별 각 35명씩 인원 제한 있음)"
선택역량교양	GNU인성	ZTA20003	6	2	2	0	조미정 외 5명(부속기관 미래교육원)	"목8, 9"	[024-0273]	"1, 2학년 대상(학년별 각 35명씩 인원 제한 있음)"
선택역량교양	글쓰기심화	ZTA20004	1	2	2	0	김민국(인문대학 국어국문학과)	"화1, 2"	[024-0125]	null
선택역량교양	글쓰기심화	ZTA20004	2	2	2	0	김소정(인문대학 국어국문학과)	"월8, 9"	[024-0127]	null
선택역량교양	글쓰기심화	ZTA20004	3	2	2	0	박지영(인문대학 국어국문학과)	"목3, 4"	[024-0125]	null
선택역량교양	발표와토론	ZTA20005	1	2	2	0	강경호(인문대학 국어국문학과)	"월8, 9"	[024-0125]	null
선택역량교양	발표와토론	ZTA20005	2	2	2	0	강현주(인문대학 국어국문학과)	"수2, 3"	[024-0127]	null
선택역량교양	발표와토론	ZTA20005	3	2	2	0	박라권(인문대학 철학과)	"화6, 7"	[024-0127]	null
선택역량교양	영어읽기와토론	ZTA20007	1	2	2	0	이정화(인문대학 영어영문학과)	"화3, 4"	[024-0225]	null
선택역량교양	영어읽기와토론	ZTA20007	2	2	2	0	박경연(사범대학 영어교육과)	"금2, 3"	[024-0127]	null
선택역량교양	영어읽기와토론	ZTA20007	3	2	2	0	추지형(인문대학 영어영문학과)	"목1, 2"	[024-0125]	null
선택역량교양	컴퓨팅사고와코딩	ZTA20008	1	2	1	1	김동근(자연과학대학 컴퓨터과학과)	"화3, 4"	[102-0204]	null
선택역량교양	컴퓨팅사고와코딩	ZTA20008	2	2	1	1	김동근(자연과학대학 컴퓨터과학과)	"수5, 6"	[102-0204]	null
선택역량교양	컴퓨팅사고와코딩	ZTA20008	3	2	1	1	박은경(자연과학대학 컴퓨터과학과)	"목3, 4"	[102-0204]	null
<통합교양>
문학과문화	TV드라마의이해	ZIA10001	1	2	2	0	홍상우(인문대학 러시아학과)	"수2, 3"	[024-0245]	혼합형(블렌디드) 이러닝
문학과문화	고사와성어의탐구	ZIA10002	1	2	2	0	강사미정(경상대학)	"월8, 9"	[024-0258]	null
문학과문화	고사와성어의탐구	ZIA10002	2	2	2	0	강사미정(경상대학)	"목1, 2"	[024-0271]	null
문학과문화	그리스로마신화의이해	ZIA10004	1	2	2	0	이영석(인문대학 독어독문학과)	"목3, 4"	[024-0160]	null
문학과문화	그리스로마신화의이해	ZIA10004	999	2	2	0	이영석(인문대학 독어독문학과)	목10	[ ]	본교용_이러닝강좌
문학과문화	말과문화	ZIA10005	1	2	2	0	이유미(인문대학 국어국문학과)	"목3, 4"	[024-0158]	null
문학과문화	문학과성	ZIA10006	1	2	2	0	김민정(인문대학 국어국문학과)	"수2, 3"	[024-0227]	null
문학과문화	문학의이해	ZIA10007	1	2	2	0	김소정(인문대학 국어국문학과)	"월6, 7"	[024-0127]	null
문학과문화	문학의이해	ZIA10007	2	2	2	0	정미란(인문대학 국어국문학과)	"화3, 4"	[024-0156]	null
문학과문화	문학의이해	ZIA10007	3	2	2	0	김지율(인문대학 국어국문학과)	"목3, 4"	[024-0273]	null
문학과문화	영미문화와만나는영어	ZIA10008	1	2	2	0	한미영(인문대학 영어영문학과)	"목8, 9"	[024-0125]	null
문학과문화	영상으로읽는영미문학	ZIA10009	1	2	2	0	백승진(인문대학 영어영문학과)	"수2, 3"	[024-0143]	null
문학과문화	영어읽기와쓰기	ZIA10010	1	2	2	0	주혁규(인문대학 영어영문학과)	"수2, 3"	[303-0417]	null
문학과문화	영화의상	ZIA10011	1	2	2	0	김주애(자연과학대학 의류학과)	"목3, 4"	[353-0501]	null
문학과문화	유라시아의민족과문화	ZIA10012	1	2	2	0	정경택(인문대학 러시아학과)	"목3, 4"	[024-0243]	null
문학과문화	유라시아의민족과문화	ZIA10012	999	2	2	0	정경택(인문대학 러시아학과)	목10	[ ]	본교용_이러닝강좌
문학과문화	유럽문화의이해	ZIA10013	1	2	2	0	이영석(인문대학 독어독문학과)	"화3, 4"	[024-0160]	null
문학과문화	일본문화의이해	ZIA10014	1	2	2	0	강기철(사범대학 일어교육과)	"목8, 9"	[024-0130]	가좌-통영간 실시간 원격 화상강의실시간 원격 화상강좌
문학과문화	일본문화의이해	ZIA10014	2	2	2	0	우정미(사범대학 일어교육과)	"화1, 2"	[024-0271]	null
문학과문화	일본문화의이해	ZIA10014	3	2	2	0	이경아(사범대학 일어교육과)	"수7, 8"	[024-0227]	null
문학과문화	일본문화의이해	ZIA10014	4	2	2	0	정희순(사범대학 일어교육과)	"화6, 7"	[303-0717]	null
문학과문화	일본문화의이해	ZIA10014	5	2	2	0	이경아(사범대학 일어교육과)	"금6, 7"	[024-0173]	null
문학과문화	저작권의이해	ZIA10015	1	2	2	0	김종철(법과대학 법학과)	"월8, 9"	[024-0273]	null
문학과문화	중국의언어와문화	ZIA10016	1	2	2	0	김정필(인문대학 중어중문학과)	"수2, 3"	[024-0171]	null
문학과문화	프랑스문화와언어의이해	ZIA10017	1	2	2	0	김미진(인문대학 불어불문학과)	"금4, 5"	[024-0241]	null
문학과문화	한국민속문화의이해	ZIA10019	1	2	2	0	도선자(인문대학 국어국문학과)	"화3, 4"	[024-0273]	null
문학과문화	한국의전통사상과민족문화	ZIA10020	1	2	2	0	이상호 외 3명(사범대학 윤리교육과)	"화8, 9"	[024-0143]	null
문학과문화	한자의이해	ZIA10021	1	2	2	0	한상덕(인문대학 중어중문학과)	"월8, 9"	[024-0160]	null
문학과문화	한자의이해	ZIA10021	2	2	2	0	김혁(인문대학 중어중문학과)	"목3, 4"	[024-0258]	null
역사와철학	거울에비친유럽문명	ZIA20001	1	2	2	0	김유정(인문대학 사학과)	"화6, 7"	[024-0225]	null
역사와철학	과학기술과철학	ZIA20002	1	2	2	0	정동욱(인문대학 철학과)	"목3, 4"	[024-0227]	null
역사와철학	동아시아의고전이해	ZIA20003	1	2	2	0	김덕환(인문대학 중어중문학과)	"화3, 4"	[024-0141]	null
역사와철학	동아시아의고전이해	ZIA20003	2	2	2	0	최재준(인문대학 중어중문학과)	"수5, 6"	[024-0175]	null
역사와철학	동아시아의사상	ZIA20004	1	2	2	0	구자익(인문대학 철학과)	"수7, 8"	[024-0241]	null
